image_path,label
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2943_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1506_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1730_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image31_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image100_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image979_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2512_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1439_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1577_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2728_1.png,5.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image905_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1607_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3107_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2825_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2712_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3410_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image518_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image734_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1200_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image544_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image633_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1471_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image424_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image694_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1286_2.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image19_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2694_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2245_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2461_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1549_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1167_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3798_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image113_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image514_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3822_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2002_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1006_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1375_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3605_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2757_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1843_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3894_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3738_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image862_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3185_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2986_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3883_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3428_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image740_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3092_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image231_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2775_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1052_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image647_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3331_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image130_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3212_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2861_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3032_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3146_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1520_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2237_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1472_1.png,5.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3033_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1787_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2107_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1477_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3100_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1236_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1414_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2425_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1429_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1433_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2358_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3445_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image737_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1751_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1872_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2741_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image351_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image500_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1563_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1012_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image770_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2896_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2608_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1250_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image40_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image674_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image2480_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image3481_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image543_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1368_2.png,3.0
